Gene WormBase ID	of CLASH identified piRNA target sites
WBGene00001774	0
WBGene00001775	0
WBGene00001776	0
WBGene00001777	0
WBGene00001778	2
WBGene00001779	0
WBGene00001780	0
WBGene00001781	0
WBGene00001782	0
WBGene00001783	0
WBGene00001784	0
WBGene00001785	0
WBGene00001786	1
WBGene00001787	0
WBGene00001788	0
WBGene00001789	0
WBGene00001790	0
WBGene00001791	0
WBGene00001792	2
WBGene00001793	24
WBGene00001794	1
WBGene00001795	3
WBGene00001796	0
WBGene00001803	0
WBGene00001804	0
WBGene00001805	0
WBGene00001806	0
WBGene00001808	7
WBGene00001811	5
WBGene00001812	18
WBGene00001813	13
WBGene00001814	15
WBGene00001815	7
WBGene00001816	7
WBGene00001817	1
WBGene00001818	0
WBGene00001819	6
WBGene00001820	0
WBGene00001821	1
WBGene00001823	8
WBGene00001824	1
WBGene00001827	14
WBGene00001828	0
WBGene00001829	74
WBGene00001830	47
WBGene00001831	26
WBGene00001832	39
WBGene00001833	7
WBGene00001834	24
WBGene00001835	8
WBGene00001836	14
WBGene00001837	12
WBGene00001838	2
WBGene00001839	4
WBGene00001840	34
WBGene00001841	0
WBGene00001842	1
WBGene00001843	0
WBGene00001844	2
WBGene00001851	6
WBGene00001852	2
WBGene00001853	25
WBGene00001854	39
WBGene00001855	45
WBGene00001856	40
WBGene00001857	8
WBGene00001858	1
WBGene00001859	11
WBGene00001860	19
WBGene00001862	8
WBGene00001863	7
WBGene00001864	1
WBGene00001865	19
WBGene00001867	11
WBGene00001869	14
WBGene00001872	15
WBGene00001874	22
WBGene00001875	37
WBGene00001876	24
WBGene00001877	31
WBGene00001878	27
WBGene00001879	54
WBGene00001880	24
WBGene00001881	35
WBGene00001882	29
WBGene00001883	16
WBGene00001884	43
WBGene00001885	43
WBGene00001886	69
WBGene00001887	16
WBGene00001888	43
WBGene00001889	39
WBGene00001890	69
WBGene00001891	37
WBGene00001892	54
WBGene00001893	39
WBGene00001894	29
WBGene00001895	39
WBGene00001896	29
WBGene00001898	52
WBGene00001899	18
WBGene00001900	43
WBGene00001901	36
WBGene00001902	37
WBGene00001903	29
WBGene00001904	60
WBGene00001905	69
WBGene00001906	39
WBGene00001907	60
WBGene00001908	29
WBGene00001909	58
WBGene00001910	21
WBGene00001911	30
WBGene00001912	36
WBGene00001913	10
WBGene00001914	20
WBGene00001915	9
WBGene00001916	18
WBGene00001917	69
WBGene00001918	39
WBGene00001919	89
WBGene00001920	104
WBGene00001921	225
WBGene00001922	144
WBGene00001923	36
WBGene00001924	37
WBGene00001925	39
WBGene00001926	29
WBGene00001927	39
WBGene00001928	31
WBGene00001929	89
WBGene00001930	104
WBGene00001931	200
WBGene00001932	149
WBGene00001933	47
WBGene00001934	77
WBGene00001935	180
WBGene00001936	91
WBGene00001937	82
WBGene00001938	111
WBGene00001939	226
WBGene00001940	149
WBGene00001941	38
WBGene00001942	102
WBGene00001943	5
WBGene00001944	2
WBGene00001945	7
WBGene00001946	27
WBGene00001947	26
WBGene00001948	0
WBGene00001949	1
WBGene00001950	0
WBGene00001951	0
WBGene00001952	0
WBGene00001953	0
WBGene00001954	0
WBGene00001955	13
WBGene00001956	0
WBGene00001957	0
WBGene00001958	0
WBGene00001959	0
WBGene00001960	0
WBGene00001961	0
WBGene00001962	0
WBGene00001964	0
WBGene00001965	0
WBGene00001966	0
WBGene00001967	1
WBGene00001968	1
WBGene00001971	15
WBGene00001972	8
WBGene00001973	15
WBGene00001974	17
WBGene00001975	4
WBGene00001976	42
WBGene00001977	40
WBGene00001978	15
WBGene00001979	18
WBGene00001980	51
WBGene00001981	1
WBGene00001983	20
WBGene00001984	0
WBGene00001985	5
WBGene00001986	0
WBGene00001987	1
WBGene00001988	0
WBGene00001989	0
WBGene00001990	0
WBGene00001991	0
WBGene00001992	1
WBGene00001993	0
WBGene00001994	1
WBGene00001995	3
WBGene00001996	12
WBGene00001997	7
WBGene00001998	13
WBGene00001999	34
WBGene00002000	17
WBGene00002001	14
WBGene00002002	4
WBGene00002003	15
WBGene00002004	45
WBGene00002005	132
WBGene00002007	21
WBGene00002008	35
WBGene00002010	28
WBGene00002011	0
WBGene00002012	0
WBGene00002013	0
WBGene00002015	0
WBGene00002016	1
WBGene00002017	0
WBGene00002018	0
WBGene00002019	3
WBGene00002020	3
WBGene00002021	0
WBGene00002023	1
WBGene00002024	0
WBGene00002025	43
WBGene00002026	0
WBGene00002027	39
WBGene00002028	4
WBGene00002029	2
WBGene00002030	0
WBGene00002031	0
WBGene00002032	30
WBGene00002033	9
WBGene00002034	15
WBGene00002035	20
WBGene00002036	28
WBGene00002037	6
WBGene00002038	1
WBGene00002039	0
WBGene00002040	8
WBGene00002041	0
WBGene00002042	4
WBGene00002043	8
WBGene00002044	1
WBGene00002045	41
WBGene00002046	10
WBGene00002047	20
WBGene00002048	5
WBGene00002050	0
WBGene00002051	0
WBGene00002052	2
WBGene00002053	2
WBGene00002054	2
WBGene00002055	0
WBGene00002056	3
WBGene00002057	0
WBGene00002058	0
WBGene00002059	14
WBGene00002060	8
WBGene00002061	30
WBGene00002062	1
WBGene00002063	34
WBGene00002064	40
WBGene00002065	44
WBGene00002066	43
WBGene00002067	3
WBGene00002068	35
WBGene00002069	0
WBGene00002070	18
WBGene00002071	4
WBGene00002072	16
WBGene00002073	15
WBGene00002074	15
WBGene00002075	25
WBGene00002076	40
WBGene00002077	40
WBGene00002078	47
WBGene00002079	19
WBGene00002080	19
WBGene00002081	11
WBGene00002083	25
WBGene00002084	0
WBGene00002085	0
WBGene00002086	0
WBGene00002087	0
WBGene00002088	17
WBGene00002089	0
WBGene00002090	1
WBGene00002091	0
WBGene00002092	0
WBGene00002093	0
WBGene00002094	0
WBGene00002095	0
WBGene00002096	0
WBGene00002097	0
WBGene00002098	0
WBGene00002099	0
WBGene00002100	3
WBGene00002101	0
WBGene00002102	0
WBGene00002103	0
WBGene00002104	0
WBGene00002105	0
WBGene00002106	0
WBGene00002107	0
WBGene00002108	0
WBGene00002109	0
WBGene00002110	0
WBGene00002111	0
WBGene00002112	0
WBGene00002113	0
WBGene00002114	0
WBGene00002115	0
WBGene00002116	0
WBGene00002117	0
WBGene00002118	0
WBGene00002119	0
WBGene00002120	1
WBGene00002121	0
WBGene00002123	0
WBGene00002124	5
WBGene00002125	7
WBGene00002127	0
WBGene00002128	1
WBGene00002129	4
WBGene00002130	1
WBGene00002131	0
WBGene00002132	0
WBGene00002133	1
WBGene00002134	2
WBGene00002135	2
WBGene00002136	11
WBGene00002137	0
WBGene00002138	0
WBGene00002139	0
WBGene00002140	0
WBGene00002141	0
WBGene00002142	0
WBGene00002143	3
WBGene00002144	15
WBGene00002146	0
WBGene00002147	19
WBGene00002148	23
WBGene00002149	0
WBGene00002150	0
WBGene00002151	2
WBGene00002152	24
WBGene00002153	13
WBGene00002162	23
WBGene00002163	1
WBGene00002169	32
WBGene00002173	1
WBGene00002174	1
WBGene00002175	4
WBGene00002176	25
WBGene00002177	0
WBGene00002178	0
WBGene00002179	0
WBGene00002180	6
WBGene00002181	9
WBGene00002182	3
WBGene00002183	65
WBGene00002184	14
WBGene00002185	16
WBGene00002186	12
WBGene00002187	3
WBGene00002188	0
WBGene00002189	0
WBGene00002190	1
WBGene00002191	23
WBGene00002192	26
WBGene00002193	0
WBGene00002194	0
WBGene00002195	0
WBGene00002196	6
WBGene00002198	6
WBGene00002199	0
WBGene00002200	0
WBGene00002201	19
WBGene00002202	27
WBGene00002203	9
WBGene00002204	3
WBGene00002205	0
WBGene00002206	4
WBGene00002207	2
WBGene00002208	2
WBGene00002210	2
WBGene00002211	0
WBGene00002213	3
WBGene00002214	19
WBGene00002215	2
WBGene00002216	0
WBGene00002217	0
WBGene00002218	0
WBGene00002219	82
WBGene00002220	8
WBGene00002222	4
WBGene00002223	55
WBGene00002224	0
WBGene00002225	105
WBGene00002226	93
WBGene00002227	3
WBGene00002228	79
WBGene00002229	53
WBGene00002230	47
WBGene00002231	20
WBGene00002232	1
WBGene00002233	0
WBGene00002234	0
WBGene00002235	1
WBGene00002238	18
WBGene00002239	2
WBGene00002240	3
WBGene00002241	10
WBGene00002242	0
WBGene00002243	3
WBGene00002244	9
WBGene00002245	18
WBGene00002246	1
WBGene00002247	10
WBGene00002248	3
WBGene00002249	13
WBGene00002250	13
WBGene00002251	18
WBGene00002252	1
WBGene00002253	10
WBGene00002254	2
WBGene00002255	0
WBGene00002256	4
WBGene00002257	0
WBGene00002258	3
WBGene00002259	0
WBGene00002260	0
WBGene00002261	7
WBGene00002262	5
WBGene00002263	101
WBGene00002264	24
WBGene00002265	4
WBGene00002266	1
WBGene00002267	2
WBGene00002268	2
WBGene00002269	0
WBGene00002270	0
WBGene00002271	1
WBGene00002272	0
WBGene00002273	0
WBGene00002274	0
WBGene00002275	21
WBGene00002276	23
WBGene00002278	11
WBGene00002280	13
WBGene00002282	1
WBGene00002295	1
WBGene00002297	21
WBGene00002299	0
WBGene00002324	6
WBGene00002335	2
WBGene00002344	24
WBGene00002348	3
WBGene00002363	10
WBGene00002368	37
WBGene00002393	0
WBGene00002497	1
WBGene00002583	24
WBGene00002601	0
WBGene00002632	5
WBGene00002637	28
WBGene00002694	33
WBGene00002696	16
WBGene00002717	24
WBGene00002783	8
WBGene00002804	16
WBGene00002827	2
WBGene00002845	69
WBGene00002850	28
WBGene00002855	15
WBGene00002879	16
WBGene00002881	3
WBGene00002889	21
WBGene00002891	5
WBGene00002915	5
WBGene00002957	19
WBGene00002974	0
WBGene00002975	0
WBGene00002976	0
WBGene00002977	10
WBGene00002978	6
WBGene00002979	2
WBGene00002980	9
WBGene00002981	5
WBGene00002982	3
WBGene00002983	1
WBGene00002985	17
WBGene00002986	13
WBGene00002987	0
WBGene00002988	0
WBGene00002989	0
WBGene00002990	5
WBGene00002991	3
WBGene00002992	8
WBGene00002994	43
WBGene00002996	4
WBGene00002997	6
WBGene00002998	31
WBGene00002999	1
WBGene00003000	0
WBGene00003001	1
WBGene00003002	58
WBGene00003003	0
WBGene00003006	0
WBGene00003007	1
WBGene00003008	0
WBGene00003009	16
WBGene00003010	8
WBGene00003011	1
WBGene00003012	6
WBGene00003014	4
WBGene00003015	1
WBGene00003017	0
WBGene00003018	0
WBGene00003019	0
WBGene00003020	13
WBGene00003021	70
WBGene00003022	7
WBGene00003024	0
WBGene00003025	56
WBGene00003026	31
WBGene00003029	0
WBGene00003030	19
WBGene00003031	0
WBGene00003033	0
WBGene00003034	9
WBGene00003035	3
WBGene00003036	9
WBGene00003037	19
WBGene00003038	22
WBGene00003040	15
WBGene00003041	14
WBGene00003043	13
WBGene00003044	24
WBGene00003045	11
WBGene00003046	1
WBGene00003047	16
WBGene00003048	10
WBGene00003052	17
WBGene00003053	15
WBGene00003055	0
WBGene00003056	2
WBGene00003057	0
WBGene00003058	1
WBGene00003059	3
WBGene00003060	28
WBGene00003061	7
WBGene00003062	12
WBGene00003063	12
WBGene00003064	9
WBGene00003065	3
WBGene00003066	3
WBGene00003068	1
WBGene00003071	5
WBGene00003072	5
WBGene00003073	17
WBGene00003074	3
WBGene00003075	3
WBGene00003076	24
WBGene00003077	4
WBGene00003078	8
WBGene00003079	3
WBGene00003080	3
WBGene00003081	3
WBGene00003082	8
WBGene00003083	6
WBGene00003084	2
WBGene00003085	32
WBGene00003086	1
WBGene00003087	4
WBGene00003089	0
WBGene00003090	2
WBGene00003091	0
WBGene00003092	0
WBGene00003093	0
WBGene00003094	0
WBGene00003095	0
WBGene00003096	0
WBGene00003097	2
WBGene00003098	0
WBGene00003099	0
WBGene00003100	0
WBGene00003102	0
WBGene00003104	0
WBGene00003106	0
WBGene00003107	2
WBGene00003111	9
WBGene00003112	0
WBGene00003114	0
WBGene00003119	17
WBGene00003123	3
WBGene00003124	5
WBGene00003129	9
WBGene00003130	8
WBGene00003132	18
WBGene00003133	29
WBGene00003134	6
WBGene00003136	2
WBGene00003142	15
WBGene00003143	0
WBGene00003144	14
WBGene00003148	8
WBGene00003149	7
WBGene00003150	10
WBGene00003151	7
WBGene00003153	27
WBGene00003154	52
WBGene00003155	20
WBGene00003156	33
WBGene00003157	17
WBGene00003158	28
WBGene00003159	28
WBGene00003160	13
WBGene00003161	24
WBGene00003162	18
WBGene00003163	1
WBGene00003164	1
WBGene00003165	0
WBGene00003166	0
WBGene00003167	0
WBGene00003168	0
WBGene00003169	0
WBGene00003170	0
WBGene00003171	3
WBGene00003172	2
WBGene00003173	3
WBGene00003174	0
WBGene00003175	0
WBGene00003176	1
WBGene00003177	7
WBGene00003178	0
WBGene00003179	0
WBGene00003180	0
WBGene00003181	0
WBGene00003182	15
WBGene00003183	13
WBGene00003184	15
WBGene00003185	13
WBGene00003186	16
WBGene00003196	20
WBGene00003209	20
WBGene00003210	33
WBGene00003214	34
WBGene00003216	16
WBGene00003218	41
WBGene00003219	12
WBGene00003220	11
WBGene00003221	4
WBGene00003222	10
WBGene00003224	10
WBGene00003225	14
WBGene00003228	30
WBGene00003229	29
WBGene00003230	66
WBGene00003231	39
WBGene00003232	0
WBGene00003233	2
WBGene00003234	2
WBGene00003235	9
WBGene00003236	4
WBGene00003237	0
WBGene00003238	0
WBGene00003239	4
WBGene00003241	15
WBGene00003242	7
WBGene00003243	5
WBGene00003245	0
WBGene00003246	3
WBGene00003247	3
WBGene00003248	0
WBGene00003249	1
WBGene00003252	0
WBGene00003253	15
WBGene00003254	2
WBGene00003258	6
WBGene00003367	18
WBGene00003368	2
WBGene00003369	10
WBGene00003370	9
WBGene00003371	3
WBGene00003372	7
WBGene00003373	25
WBGene00003374	3
WBGene00003375	0
WBGene00003376	0
WBGene00003377	0
WBGene00003378	2
WBGene00003380	0
WBGene00003384	3
WBGene00003385	3
WBGene00003386	0
WBGene00003387	2
WBGene00003388	0
WBGene00003389	9
WBGene00003390	4
WBGene00003391	20
WBGene00003392	15
WBGene00003393	14
WBGene00003394	0
WBGene00003395	14
WBGene00003396	11
WBGene00003397	12
WBGene00003400	5
WBGene00003401	10
WBGene00003402	0
WBGene00003403	1
WBGene00003404	2
WBGene00003405	19
WBGene00003406	12
WBGene00003407	2
WBGene00003408	2
WBGene00003409	1
WBGene00003410	46
WBGene00003411	8
WBGene00003412	0
WBGene00003413	22
WBGene00003414	3
WBGene00003415	22
WBGene00003417	3
WBGene00003418	3
WBGene00003421	11
WBGene00003422	16
WBGene00003423	1
WBGene00003424	63
WBGene00003425	83
WBGene00003426	110
WBGene00003429	86
WBGene00003430	72
WBGene00003431	80
WBGene00003432	69
WBGene00003434	72
WBGene00003435	64
WBGene00003438	79
WBGene00003442	41
WBGene00003443	40
WBGene00003444	126
WBGene00003446	124
WBGene00003448	74
WBGene00003449	80
WBGene00003450	106
WBGene00003451	29
WBGene00003452	103
WBGene00003456	26
WBGene00003457	43
WBGene00003458	89
WBGene00003462	17
WBGene00003463	74
WBGene00003464	82
WBGene00003465	78
WBGene00003466	83
WBGene00003467	68
WBGene00003468	87
WBGene00003469	43
WBGene00003470	86
WBGene00003471	1
WBGene00003472	17
WBGene00003473	1
WBGene00003474	0
WBGene00003475	19
WBGene00003476	16
WBGene00003477	1
WBGene00003478	10
WBGene00003479	6
WBGene00003480	2
WBGene00003482	1
WBGene00003485	0
WBGene00003495	1
WBGene00003497	2
WBGene00003499	8
WBGene00003504	14
WBGene00003507	16
WBGene00003508	14
WBGene00003509	12
WBGene00003510	5
WBGene00003511	1
WBGene00003514	5
WBGene00003515	5
WBGene00003516	0
WBGene00003517	0
WBGene00003518	1
WBGene00003519	0
WBGene00003520	1
WBGene00003521	0
WBGene00003522	0
WBGene00003523	2
WBGene00003524	0
WBGene00003525	0
WBGene00003526	0
WBGene00003527	0
WBGene00003528	1
WBGene00003529	0
WBGene00003530	1
WBGene00003531	0
WBGene00003532	0
WBGene00003533	1
WBGene00003534	0
WBGene00003535	0
WBGene00003536	0
WBGene00003537	0
WBGene00003538	0
WBGene00003539	0
WBGene00003540	0
WBGene00003541	0
WBGene00003542	0
WBGene00003543	0
WBGene00003544	0
WBGene00003545	0
WBGene00003546	1
WBGene00003547	6
WBGene00003548	1
WBGene00003549	0
WBGene00003550	0
WBGene00003551	0
WBGene00003552	5
WBGene00003553	0
WBGene00003554	0
WBGene00003555	1
WBGene00003558	1
WBGene00003559	20
WBGene00003561	1
WBGene00003562	2
WBGene00003563	0
WBGene00003564	3
WBGene00003565	0
WBGene00003566	4
WBGene00003567	3
WBGene00003568	2
WBGene00003569	2
WBGene00003570	0
WBGene00003571	0
WBGene00003572	0
WBGene00003573	1
WBGene00003574	0
WBGene00003575	0
WBGene00003576	22
WBGene00003577	0
WBGene00003578	1
WBGene00003579	4
WBGene00003580	4
WBGene00003581	2
WBGene00003582	12
WBGene00003583	2
WBGene00003584	18
WBGene00003585	2
WBGene00003586	6
WBGene00003587	4
WBGene00003588	15
WBGene00003589	8
WBGene00003590	0
WBGene00003591	0
WBGene00003592	15
WBGene00003593	18
WBGene00003594	12
WBGene00003595	0
WBGene00003596	14
WBGene00003597	0
WBGene00003598	32
WBGene00003599	11
WBGene00003600	8
WBGene00003601	3
WBGene00003602	12
WBGene00003603	2
WBGene00003604	0
WBGene00003605	0
WBGene00003606	1
WBGene00003607	1
WBGene00003608	0
WBGene00003609	3
WBGene00003610	0
WBGene00003611	4
WBGene00003612	4
WBGene00003613	0
WBGene00003614	25
WBGene00003615	0
WBGene00003616	4
WBGene00003617	0
WBGene00003618	0
WBGene00003619	2
WBGene00003620	0
WBGene00003621	1
WBGene00003622	22
WBGene00003623	0
WBGene00003624	3
WBGene00003625	0
WBGene00003626	4
WBGene00003627	1
WBGene00003628	2
WBGene00003629	0
WBGene00003630	5
WBGene00003632	2
WBGene00003633	0
WBGene00003634	0
WBGene00003635	0
WBGene00003636	6
WBGene00003637	17
WBGene00003638	8
WBGene00003639	8
WBGene00003640	0
WBGene00003641	0
WBGene00003642	0
WBGene00003643	2
WBGene00003644	0
WBGene00003645	0
WBGene00003646	0
WBGene00003647	0
WBGene00003648	5
WBGene00003649	1
WBGene00003650	0
WBGene00003651	1
WBGene00003652	2
WBGene00003653	0
WBGene00003654	7
WBGene00003655	2
WBGene00003656	31
WBGene00003657	0
WBGene00003658	0
WBGene00003659	0
WBGene00003660	0
WBGene00003661	6
WBGene00003662	0
WBGene00003663	0
WBGene00003664	0
WBGene00003667	0
WBGene00003668	1
WBGene00003669	0
WBGene00003670	1
WBGene00003671	0
WBGene00003672	0
WBGene00003674	9
WBGene00003675	6
WBGene00003676	16
WBGene00003677	1
WBGene00003678	3
WBGene00003679	0
WBGene00003680	0
WBGene00003681	0
WBGene00003682	0
WBGene00003683	0
WBGene00003684	0
WBGene00003685	2
WBGene00003686	0
WBGene00003687	1
WBGene00003688	1
WBGene00003689	0
WBGene00003690	1
WBGene00003691	0
WBGene00003692	0
WBGene00003693	0
WBGene00003694	3
WBGene00003695	1
WBGene00003696	0
WBGene00003697	0
WBGene00003698	1
WBGene00003699	0
WBGene00003700	0
WBGene00003701	0
WBGene00003702	0
WBGene00003703	0
WBGene00003704	0
WBGene00003705	0
WBGene00003706	1
WBGene00003707	0
WBGene00003708	0
WBGene00003709	0
WBGene00003710	0
WBGene00003711	0
WBGene00003712	3
WBGene00003713	0
WBGene00003714	0
WBGene00003715	0
WBGene00003716	0
WBGene00003717	0
WBGene00003718	1
WBGene00003719	0
WBGene00003720	0
WBGene00003721	0
WBGene00003722	1
WBGene00003723	0
WBGene00003724	0
WBGene00003725	0
WBGene00003726	0
WBGene00003727	0
WBGene00003728	1
WBGene00003729	0
WBGene00003730	2
WBGene00003731	0
WBGene00003732	0
WBGene00003733	7
WBGene00003734	0
WBGene00003735	9
WBGene00003736	0
WBGene00003738	3
WBGene00003739	0
WBGene00003740	0
WBGene00003741	0
WBGene00003742	5
WBGene00003743	0
WBGene00003744	0
WBGene00003745	0
WBGene00003746	0
WBGene00003747	1
WBGene00003748	0
WBGene00003749	0
WBGene00003750	1
WBGene00003751	0
WBGene00003752	0
WBGene00003753	0
WBGene00003754	0
WBGene00003755	0
WBGene00003756	0
WBGene00003757	0
WBGene00003758	0
WBGene00003759	0
WBGene00003760	0
WBGene00003761	0
WBGene00003762	2
WBGene00003763	0
WBGene00003764	0
WBGene00003765	0
WBGene00003766	0
WBGene00003767	0
WBGene00003768	0
WBGene00003769	0
WBGene00003770	0
WBGene00003771	2
WBGene00003772	0
WBGene00003773	0
WBGene00003774	1
WBGene00003775	0
WBGene00003776	11
WBGene00003777	58
WBGene00003778	0
WBGene00003779	1
WBGene00003783	10
WBGene00003784	22
WBGene00003785	13
WBGene00003786	3
WBGene00003787	15
WBGene00003788	15
WBGene00003789	22
WBGene00003790	12
WBGene00003791	10
WBGene00003792	18
WBGene00003793	42
WBGene00003794	14
WBGene00003795	45
WBGene00003796	18
WBGene00003797	8
WBGene00003798	22
WBGene00003799	21
WBGene00003800	10
WBGene00003801	11
WBGene00003802	24
WBGene00003803	9
WBGene00003804	15
WBGene00003805	16
WBGene00003806	3
WBGene00003807	0
WBGene00003808	1
WBGene00003812	0
WBGene00003813	0
WBGene00003815	12
WBGene00003816	0
WBGene00003818	22
WBGene00003821	10
WBGene00003822	5
WBGene00003825	9
WBGene00003826	13
WBGene00003827	33
WBGene00003828	0
WBGene00003829	21
WBGene00003830	19
WBGene00003831	12
WBGene00003834	14
WBGene00003835	8
WBGene00003836	3
WBGene00003837	0
WBGene00003838	1
WBGene00003839	0
WBGene00003840	0
WBGene00003841	0
WBGene00003842	0
WBGene00003843	0
WBGene00003844	2
WBGene00003845	0
WBGene00003846	0
WBGene00003847	0
WBGene00003848	0
WBGene00003849	0
WBGene00003850	0
WBGene00003851	11
WBGene00003854	0
WBGene00003856	0
WBGene00003858	20
WBGene00003859	0
WBGene00003860	0
WBGene00003861	1
WBGene00003862	0
WBGene00003863	0
WBGene00003864	35
WBGene00003865	29
WBGene00003868	13
WBGene00003870	10
WBGene00003876	0
WBGene00003877	0
WBGene00003878	0
WBGene00003879	0
WBGene00003882	13
WBGene00003883	3
WBGene00003884	20
WBGene00003885	0
WBGene00003886	0
WBGene00003887	1
WBGene00003888	0
WBGene00003889	1
WBGene00003890	0
WBGene00003891	1
WBGene00003892	0
WBGene00003893	5
WBGene00003898	9
WBGene00003901	11
WBGene00003902	151
WBGene00003903	51
WBGene00003904	12
WBGene00003905	13
WBGene00003906	1
WBGene00003907	1
WBGene00003909	0
WBGene00003911	9
WBGene00003912	6
WBGene00003914	18
WBGene00003915	33
WBGene00003916	19
WBGene00003917	12
WBGene00003918	18
WBGene00003919	8
WBGene00003920	81
WBGene00003921	3
WBGene00003922	5
WBGene00003923	15
WBGene00003924	19
WBGene00003925	18
WBGene00003926	21
WBGene00003927	17
WBGene00003928	8
WBGene00003929	1
WBGene00003930	28
WBGene00003931	2
WBGene00003932	3
WBGene00003933	0
WBGene00003934	2
WBGene00003936	9
WBGene00003937	0
WBGene00003938	0
WBGene00003939	0
WBGene00003941	4
WBGene00003943	0
WBGene00003947	10
WBGene00003948	13
WBGene00003949	7
WBGene00003950	14
WBGene00003951	15
WBGene00003952	9
WBGene00003953	15
WBGene00003954	6
WBGene00003955	23
WBGene00003956	0
WBGene00003957	0
WBGene00003958	1
WBGene00003959	1
WBGene00003960	5
WBGene00003961	13
WBGene00003962	68
WBGene00003963	13
WBGene00003964	42
WBGene00003965	2
WBGene00003966	1
WBGene00003967	8
WBGene00003968	0
WBGene00003969	0
WBGene00003970	5
WBGene00003975	5
WBGene00003976	11
WBGene00003977	2
WBGene00003978	0
WBGene00003979	2
WBGene00003980	1
WBGene00003981	0
WBGene00003982	1
WBGene00003983	2
WBGene00003986	2
WBGene00003987	0
WBGene00003989	18
WBGene00003990	2
WBGene00003991	0
WBGene00003992	38
WBGene00003993	4
WBGene00003994	22
WBGene00003995	1
WBGene00003996	0
WBGene00003997	0
WBGene00003998	0
WBGene00003999	0
WBGene00004000	1
WBGene00004001	0
WBGene00004002	1
WBGene00004003	2
WBGene00004004	0
WBGene00004005	0
WBGene00004006	1
WBGene00004007	0
